repair_id,claim_id,vehicle_id,repair_shop_contact_id,estimate_amount,approved_amount,invoice_amount,paid_amount,repair_start_date,repair_end_date,repair_status,make,model,vehicle_year,claim_status,claim_severity,loss_cause,jurisdiction,incident_type,damage_severity,incident_state,incident_country,total_loss,liability_percentage,exposure_type,coverage_type,exposure_status,is_repeat_vehicle,is_synthetic_anomaly,anomaly_type
2701,1950,359,98,5458.93,4770.09,5515.56,4749.93,2025-02-19,2025-03-06,Completed,Honda,CR-V,2022,Reopened,Low,Side Impact,TX,Vehicle Accident,Severe,TX,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
2702,1951,7680,95,1264.14,1188.47,1142.95,1191.57,2025-05-16,2025-05-18,Completed,Toyota,Corolla,2010,Closed,Low,Rear-end Collision,OH,Vehicle Accident,Minor,OH,USA,False,45.64881177615699,Third Party Property Damage,Liability,Closed,False,False,
2703,1952,6515,50,1477.13,1397.25,1494.81,1509.74,2025-02-14,2025-02-20,Completed,Honda,CR-V,2022,Reopened,Medium,Parking Lot Incident,FL,Vehicle Accident,Minor,FL,USA,False,91.45446178360382,Third Party Property Damage,Liability,Open,False,False,
2704,1952,6515,50,1072.74,1002.62,1060.74,978.28,2025-02-14,2025-02-20,Completed,Honda,CR-V,2022,Reopened,Medium,Parking Lot Incident,FL,Vehicle Accident,Minor,FL,USA,False,91.45446178360382,Third Party Property Damage,Liability,Open,False,False,
2705,1952,6515,50,1591.01,1493.53,1418.53,1399.08,2025-02-14,2025-02-20,Completed,Honda,CR-V,2022,Reopened,Medium,Parking Lot Incident,FL,Vehicle Accident,Minor,FL,USA,False,91.45446178360382,Third Party Property Damage,Liability,Open,False,False,
2706,1953,5457,45,1832.87,1901.79,1869.57,1943.24,2025-04-15,2025-04-18,Completed,Ford,F-150,2023,Open,Medium,Rear-end Collision,TX,Vehicle Accident,Minor,TX,USA,False,62.096039587640234,Third Party Property Damage,Liability,Closed,False,False,
2707,1954,813,209,1042.74,932.56,927.36,941.6,2026-05-08,2026-05-12,Completed,Honda,CR-V,2025,Closed,Medium,Hit and Run,PA,Parking Incident,Minor,PA,USA,False,58.61822491233791,First Party Collision,Comprehensive,Open,False,False,
2708,1955,5728,88,2005.3,1951.49,1932.64,1972.75,2026-03-23,2026-04-01,In Progress,Subaru,Outback,2014,Closed,Low,Rear-end Collision,CA,Vehicle Accident,Moderate,CA,USA,False,87.70580511293555,Third Party Property Damage,Liability,Open,False,False,
2709,1955,5728,88,2438.82,2543.53,2324.61,2372.1,2026-03-23,2026-04-01,Completed,Subaru,Outback,2014,Closed,Low,Rear-end Collision,CA,Vehicle Accident,Moderate,CA,USA,False,87.70580511293555,Third Party Property Damage,Liability,Open,False,False,
2710,1956,1747,32,803.74,812.21,714.37,751.78,2026-05-31,2026-06-04,Completed,Toyota,Corolla,2020,Open,Medium,Weather Related,NJ,Vehicle Accident,Minor,NJ,USA,False,93.77215031031899,Third Party Property Damage,Liability,Open,False,False,
2711,1956,1747,32,992.77,959.82,1101.8,927.03,2026-05-31,2026-06-04,Completed,Toyota,Corolla,2020,Open,Medium,Weather Related,NJ,Vehicle Accident,Minor,NJ,USA,False,93.77215031031899,Third Party Property Damage,Liability,Open,False,False,
2712,1957,273,64,840.79,849.73,873.34,891.54,2025-11-17,2025-11-25,Scheduled,Honda,Civic,2018,Open,Low,Parking Lot Incident,TX,Vehicle Accident,Minor,TX,USA,False,79.7966121191506,Third Party Property Damage,Liability,Closed,False,False,
2713,1958,3634,24,1671.65,1665.88,1531.95,1548.69,2025-08-04,2025-08-12,Completed,Ford,F-150,2012,Closed,Medium,Side Impact,TX,Weather Damage,Minor,TX,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
2714,1959,4964,152,3570.6,3177.89,3722.74,3179.57,2025-06-19,2025-06-27,Completed,Honda,CR-V,2011,Open,Low,Rear-end Collision,IL,Vehicle Accident,Moderate,IL,USA,False,84.52362335783,First Party Collision,Collision,Open,False,False,
2715,1960,852,131,3289.49,3018.16,4420.33,2862.54,2025-09-20,2025-09-25,In Progress,Honda,CR-V,2015,Closed,Medium,Hit and Run,GA,Vehicle Accident,Moderate,GA,USA,False,85.39970409255895,Third Party Property Damage,Liability,Open,False,False,
2716,1960,852,131,2052.59,1897.9,2894.87,1927.96,2025-09-20,2025-09-25,Completed,Honda,CR-V,2015,Closed,Medium,Hit and Run,GA,Vehicle Accident,Moderate,GA,USA,False,85.39970409255895,Third Party Property Damage,Liability,Open,False,False,
2717,1961,1888,99,946.42,825.25,1416.25,846.77,2025-03-10,2025-03-12,Completed,Honda,Civic,2009,Open,Medium,Rear-end Collision,NY,Vehicle Accident,Minor,NY,USA,False,69.15271509671855,Third Party Property Damage,Liability,Closed,False,False,
2718,1962,2721,45,4940.26,4832.47,4787.23,4870.02,2025-10-24,2025-11-12,Completed,Toyota,Camry,2018,Closed,High,Rear-end Collision,CA,Weather Damage,Severe,CA,USA,False,67.00585882110806,First Party Collision,Comprehensive,Closed,False,False,
2719,1963,5701,150,4599.47,4615.01,4619.31,4619.78,2026-07-09,2026-07-13,In Progress,BMW,X5,2019,Closed,Medium,Weather Related,CA,Vehicle Accident,Moderate,CA,USA,False,78.69981588239266,First Party Collision,Collision,Open,False,False,
2720,1963,5701,150,5118.43,4599.51,5547.08,4665.82,2026-07-09,2026-07-13,Completed,BMW,X5,2019,Closed,Medium,Weather Related,CA,Vehicle Accident,Moderate,CA,USA,False,78.69981588239266,First Party Collision,Collision,Open,False,False,
2721,1963,5701,150,5691.48,5447.58,5230.59,5122.2,2026-07-09,2026-07-13,Completed,BMW,X5,2019,Closed,Medium,Weather Related,CA,Vehicle Accident,Moderate,CA,USA,False,78.69981588239266,First Party Collision,Collision,Open,False,False,
2722,1964,3415,190,1411.9,1301.23,1415.2,1329.96,2025-03-24,2025-03-29,Completed,Ford,F-150,2011,Open,Medium,Rollover,GA,Weather Damage,Minor,GA,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
2723,1964,3415,190,1276.33,1224.77,1417.28,1197.11,2025-03-24,2025-03-29,In Progress,Ford,F-150,2011,Open,Medium,Rollover,GA,Weather Damage,Minor,GA,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
2724,1965,6831,175,1761.92,1791.8,1588.2,1573.87,2026-02-22,2026-02-26,Completed,Honda,Civic,2010,Closed,Low,Hit and Run,FL,Vehicle Accident,Moderate,FL,USA,False,99.30126936244596,Third Party Property Damage,Liability,Open,False,False,
2725,1966,7576,105,5624.59,5510.03,5842.46,5514.58,2025-07-07,2025-07-14,Completed,Mercedes-Benz,C-Class,2008,Closed,Low,Weather Related,OH,Vehicle Accident,Moderate,OH,USA,False,69.40170438242649,First Party Collision,Collision,Under Review,False,False,
2726,1966,7576,105,5231.12,5296.4,5702.97,5228.11,2025-07-07,2025-07-14,Completed,Mercedes-Benz,C-Class,2008,Closed,Low,Weather Related,OH,Vehicle Accident,Moderate,OH,USA,False,69.40170438242649,First Party Collision,Collision,Under Review,False,False,
2727,1967,1878,28,6980.75,6628.38,6744.53,6351.82,2025-01-21,2025-02-04,Completed,Ford,F-150,2017,Open,Low,Side Impact,FL,Vehicle Accident,Severe,FL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
2728,1968,1556,48,1711.18,1547.19,1780.53,1577.63,2025-04-26,2025-05-07,Completed,Hyundai,Elantra,2025,Closed,Low,Rear-end Collision,NC,Vehicle Accident,Moderate,NC,USA,False,86.47752048928251,Third Party Property Damage,Liability,Open,False,False,
2729,1969,4897,62,1095.62,1004.84,1162.68,1040.95,2025-11-23,2025-11-24,In Progress,Toyota,Corolla,2024,Open,Low,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,85.61976256080189,Third Party Property Damage,Liability,Closed,False,False,
2730,1969,4897,62,850.68,782.72,803.91,782.83,2025-11-23,2025-11-24,Completed,Toyota,Corolla,2024,Open,Low,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,85.61976256080189,Third Party Property Damage,Liability,Closed,False,False,
2731,1970,1320,7,4532.91,4356.27,5350.69,4522.14,2025-10-26,2025-11-15,Completed,Subaru,Outback,2017,Closed,High,Rear-end Collision,GA,Vehicle Accident,Severe,GA,USA,False,83.21210023031924,Third Party Property Damage,Liability,Under Review,False,False,
2732,1971,5097,135,2306.34,2208.7,2064.56,2196.97,2026-04-10,2026-04-16,Completed,Toyota,Corolla,2009,Closed,Medium,Weather Related,IL,Vandalism,Moderate,IL,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
2733,1972,2593,105,5193.51,5044.58,5384.2,5153.13,2026-05-03,2026-05-12,Completed,BMW,X5,2023,Open,Low,Side Impact,NJ,Vehicle Accident,Moderate,NJ,USA,False,71.30181392074354,Third Party Property Damage,Liability,Closed,False,False,
2734,1973,5481,141,1274.52,1111.35,1056.31,1021.74,2025-06-17,2025-06-19,Completed,Jeep,Grand Cherokee,2020,Open,High,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,92.68153021977596,Third Party Property Damage,Liability,Open,False,False,
2735,1974,7220,28,6797.35,6521.21,7224.36,6637.63,2025-02-27,2025-03-10,In Progress,Ford,F-150,2017,Open,Low,Rear-end Collision,OH,Vehicle Accident,Severe,OH,USA,False,96.62522613551056,Third Party Property Damage,Liability,Closed,False,False,
2736,1975,2623,213,5536.64,5494.77,6703.87,5168.0,2026-01-16,2026-02-04,In Progress,Honda,CR-V,2010,Closed,Low,Hit and Run,IL,Vehicle Accident,Severe,IL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
2737,1976,4168,211,1953.81,1917.55,1938.24,1860.09,2026-04-19,2026-04-20,Scheduled,Mercedes-Benz,C-Class,2011,Open,Medium,Rear-end Collision,NC,Parking Incident,Minor,NC,USA,False,56.12322995619182,First Party Collision,Comprehensive,Open,False,False,
2738,1976,4168,211,3601.49,3523.03,3396.3,3544.08,2026-04-19,2026-04-20,Scheduled,Mercedes-Benz,C-Class,2011,Open,Medium,Rear-end Collision,NC,Parking Incident,Minor,NC,USA,False,56.12322995619182,First Party Collision,Comprehensive,Open,False,False,
2739,1977,3512,174,969.11,933.18,2389.9858832242517,940.24,2025-05-01,2025-05-03,Completed,Hyundai,Elantra,2023,Reopened,Low,Parking Lot Incident,CA,Vehicle Accident,Minor,CA,USA,False,60.78369670720704,Third Party Property Damage,Liability,Closed,False,True,duration_mismatch
2740,1978,3547,106,2711.45,2938.72,2930.72,2805.27,2026-07-05,2026-07-12,Completed,Jeep,Grand Cherokee,2019,Open,Low,Side Impact,IL,Vehicle Accident,Moderate,IL,USA,False,97.7322662548784,Third Party Property Damage,Liability,Open,False,False,
2741,1979,1151,116,951.7,1029.5,856.52,845.15,2025-10-14,2025-10-18,Completed,Ford,Focus,2020,Open,Low,Side Impact,GA,Vehicle Accident,Minor,GA,USA,False,77.56021659673561,First Party Collision,Collision,Open,False,False,
2742,1979,1151,116,1080.46,1077.28,1181.23,1096.34,2025-10-14,2025-10-18,Completed,Ford,Focus,2020,Open,Low,Side Impact,GA,Vehicle Accident,Minor,GA,USA,False,77.56021659673561,First Party Collision,Collision,Open,False,False,
2743,1980,4144,166,2223.86,2117.74,2106.33,2097.03,2025-08-15,2025-08-19,Completed,Mercedes-Benz,C-Class,2013,Open,Low,Rear-end Collision,CA,Vandalism,Minor,CA,USA,False,58.10998615715649,First Party Collision,Comprehensive,Open,False,False,
2744,1981,1697,15,4536.0,4108.71,4454.9,4167.69,2026-01-05,2026-01-19,Completed,Toyota,Camry,2011,Open,Medium,Rear-end Collision,CA,Weather Damage,Severe,CA,USA,False,90.2118382327472,First Party Collision,Comprehensive,Closed,False,False,
2745,1981,1697,15,4693.81,4466.16,4828.82,4327.11,2026-01-05,2026-01-19,Completed,Toyota,Camry,2011,Open,Medium,Rear-end Collision,CA,Weather Damage,Severe,CA,USA,False,90.2118382327472,First Party Collision,Comprehensive,Closed,False,False,
2746,1981,1697,15,3959.83,3811.43,4378.72,3760.38,2026-01-05,2026-01-19,In Progress,Toyota,Camry,2011,Open,Medium,Rear-end Collision,CA,Weather Damage,Severe,CA,USA,False,90.2118382327472,First Party Collision,Comprehensive,Closed,False,False,
2747,1982,4341,209,1609.17,1540.61,1694.18,1532.22,2025-09-20,2025-10-01,In Progress,Hyundai,Elantra,2018,Open,Medium,Parking Lot Incident,TX,Vehicle Accident,Moderate,TX,USA,False,37.31931593624548,Third Party Property Damage,Liability,Closed,False,False,
2748,1983,1540,160,1676.01,1592.48,1701.58,1646.71,2025-09-07,2025-09-18,Completed,Nissan,Altima,2009,Open,Medium,Rear-end Collision,CA,Parking Incident,Moderate,CA,USA,False,74.493458705909,First Party Collision,Comprehensive,Open,False,False,
2749,1983,1540,160,2437.48,2368.25,2462.08,2370.75,2025-09-07,2025-09-18,Completed,Nissan,Altima,2009,Open,Medium,Rear-end Collision,CA,Parking Incident,Moderate,CA,USA,False,74.493458705909,First Party Collision,Comprehensive,Open,False,False,
2750,1984,6602,32,1027.15,998.79,1083.67,1055.09,2025-06-17,2025-06-23,In Progress,Toyota,Camry,2018,Closed,Medium,Rear-end Collision,PA,Vehicle Accident,Minor,PA,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
2751,1984,6602,32,895.77,914.73,1014.54,921.88,2025-06-17,2025-06-23,Completed,Toyota,Camry,2018,Closed,Medium,Rear-end Collision,PA,Vehicle Accident,Minor,PA,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
2752,1985,2736,109,3222.56,3020.59,3117.72,2854.97,2025-09-25,2025-10-08,Completed,Ford,F-150,2021,Open,Medium,Rear-end Collision,NJ,Vehicle Accident,Moderate,NJ,USA,False,100.0,First Party Collision,Collision,Open,False,False,
2753,1986,3555,71,1300.2,1200.88,982.53,1008.34,2026-05-23,2026-05-24,In Progress,Ford,F-150,2018,Open,Low,Side Impact,IL,Vehicle Accident,Minor,IL,USA,False,48.85691978451714,Third Party Property Damage,Liability,Closed,True,False,
2754,1986,3555,71,1295.31,1365.88,1307.55,1336.07,2026-05-23,2026-05-24,Completed,Ford,F-150,2018,Open,Low,Side Impact,IL,Vehicle Accident,Minor,IL,USA,False,48.85691978451714,Third Party Property Damage,Liability,Closed,True,False,
2755,1987,642,162,908.09,843.07,834.41,892.03,2025-06-23,2025-06-24,Completed,Toyota,Camry,2019,Open,Medium,Rear-end Collision,TX,Vehicle Accident,Minor,TX,USA,False,59.16635130351736,First Party Collision,Collision,Open,False,False,
2756,1988,317,147,2200.83,1999.31,2303.54,2018.62,2026-04-30,2026-05-05,Completed,BMW,3 Series,2022,Closed,Low,Side Impact,TX,Vehicle Accident,Minor,TX,USA,False,71.70418631904569,First Party Collision,Collision,Open,False,False,
2757,1989,7188,180,1972.84,1927.23,1821.73,1834.85,2025-07-22,2025-08-01,Completed,Honda,Civic,2012,Closed,Medium,Weather Related,FL,Vehicle Accident,Moderate,FL,USA,False,77.40779100293538,Third Party Property Damage,Liability,Open,False,False,
2758,1989,7188,180,1809.8,1467.43,4679.975842057539,1550.86,2025-07-22,2025-07-24,Completed,Honda,Civic,2012,Closed,Medium,Weather Related,FL,Vehicle Accident,Moderate,FL,USA,False,77.40779100293538,Third Party Property Damage,Liability,Open,False,True,duration_mismatch
2759,1989,7188,180,5709.904362681803,2302.58,5708.39023844707,2255.96,2025-07-22,2025-08-01,Completed,Honda,Civic,2012,Closed,Medium,Weather Related,FL,Vehicle Accident,Moderate,FL,USA,False,77.40779100293538,Third Party Property Damage,Liability,Open,False,True,estimate_inflate
2760,1990,6643,197,1234.05,1150.1,1219.95,1136.85,2025-07-05,2025-07-07,Completed,Honda,CR-V,2010,Closed,Low,Side Impact,FL,Parking Incident,Minor,FL,USA,False,90.69758322673083,First Party Collision,Comprehensive,Closed,False,False,
2761,1991,5936,14,2307.49,2074.18,2192.18,2068.93,2025-08-12,2025-08-14,Completed,Honda,Civic,2015,Reopened,High,Parking Lot Incident,FL,Vehicle Accident,Moderate,FL,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
2762,1992,3739,138,2421.98,2151.76,2470.16,2148.83,2025-01-24,2025-01-30,Completed,Toyota,Camry,2018,Open,Medium,Hit and Run,CA,Vehicle Accident,Moderate,CA,USA,False,79.76885543575295,Third Party Property Damage,Liability,Open,False,False,
2763,1993,4872,195,3010.38,2741.08,2439.18,2331.29,2026-06-15,2026-06-27,Completed,Nissan,Altima,2024,Open,Medium,Head-on Collision,GA,Vehicle Accident,Severe,GA,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
2764,1994,371,138,3337.8,3351.0,3009.01,3107.71,2026-06-17,2026-07-05,Completed,Honda,Civic,2023,Open,Medium,Parking Lot Incident,PA,Vehicle Accident,Severe,PA,USA,False,68.234363775352,Third Party Property Damage,Liability,Under Review,False,False,
2765,1995,3410,163,4359.35,4591.64,4322.5,4146.95,2025-01-21,2025-02-04,Completed,Mercedes-Benz,C-Class,2009,Closed,Low,Weather Related,NJ,Vehicle Accident,Moderate,NJ,USA,False,64.72888150221584,Third Party Property Damage,Liability,Closed,False,False,
2766,1996,3068,50,1054.26,909.95,1095.51,946.19,2025-02-27,2025-03-06,Completed,Ford,Focus,2014,Open,Low,Side Impact,NJ,Vehicle Accident,Minor,NJ,USA,False,100.0,First Party Collision,Collision,Open,False,False,
2767,1996,3068,50,1065.81,986.93,1050.94,1020.86,2025-02-27,2025-03-06,Completed,Ford,Focus,2014,Open,Low,Side Impact,NJ,Vehicle Accident,Minor,NJ,USA,False,100.0,First Party Collision,Collision,Open,False,False,
2768,1997,5809,103,2198.14,2058.69,2265.03,2076.38,2025-04-28,2025-05-06,Completed,Honda,Civic,2021,Open,Medium,Parking Lot Incident,OH,Vehicle Accident,Moderate,OH,USA,False,94.06731458928199,Third Party Property Damage,Liability,Under Review,False,False,
2769,1998,5938,153,2127.02,2158.04,2119.32,2192.73,2026-07-04,2026-07-13,Completed,Honda,Civic,2024,Open,Low,Rear-end Collision,FL,Vehicle Accident,Moderate,FL,USA,False,59.15982705807722,Third Party Property Damage,Liability,Open,False,False,
2770,1999,1842,130,1492.86,1560.05,1445.9,1455.62,2025-06-07,2025-06-10,Completed,Chevrolet,Silverado,2011,Reopened,Low,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,89.11023544569447,First Party Collision,Collision,Closed,False,False,
2771,2000,3660,80,2960.23,2619.73,2933.53,2600.57,2025-04-23,2025-05-04,Completed,Toyota,Camry,2011,Reopened,Low,Head-on Collision,PA,Vehicle Accident,Moderate,PA,USA,False,71.00677166819038,Third Party Property Damage,Liability,Closed,False,False,
2772,2001,4934,93,1108.71,1048.45,1185.49,1057.44,2025-09-09,2025-09-15,In Progress,Honda,Civic,2008,Closed,Low,Weather Related,NC,Vehicle Accident,Minor,NC,USA,False,37.803012231097256,First Party Collision,Collision,Open,True,False,
2773,2002,235,29,3990.04,3756.78,3856.98,3626.02,2025-03-31,2025-04-13,Completed,Toyota,Corolla,2015,Closed,Low,Rollover,IL,Vehicle Accident,Severe,IL,USA,False,94.81292676374433,Third Party Property Damage,Liability,Under Review,False,False,
2774,2003,4612,181,1644.48,1618.47,1701.76,1615.94,2025-09-20,2025-09-30,Completed,Ford,Focus,2013,Reopened,High,Head-on Collision,NJ,Vehicle Accident,Moderate,NJ,USA,False,100.0,First Party Collision,Collision,Open,False,False,
2775,2004,5577,155,3171.99,3322.42,3300.34,3258.96,2026-02-13,2026-02-17,Scheduled,Honda,CR-V,2017,Closed,High,Side Impact,IL,Vehicle Accident,Moderate,IL,USA,False,82.27161544556728,First Party Collision,Collision,Closed,False,False,
2776,2005,5373,86,2671.47,2653.41,2632.14,2656.33,2025-03-12,2025-03-20,Completed,Subaru,Outback,2014,Open,Low,Side Impact,NY,Vehicle Accident,Moderate,NY,USA,False,32.874745665373446,Third Party Property Damage,Liability,Closed,False,False,
2777,2006,5560,151,1031.81,1021.39,912.59,930.12,2025-12-25,2025-12-29,Completed,Toyota,Camry,2018,Open,Low,Rear-end Collision,NY,Vehicle Accident,Minor,NY,USA,False,62.787902304355676,Third Party Property Damage,Liability,Under Review,False,False,
2778,2007,7761,53,1181.68,1156.9,1066.91,1095.79,2025-02-14,2025-02-20,Completed,Nissan,Altima,2024,Open,Low,Rear-end Collision,NJ,Vehicle Accident,Minor,NJ,USA,False,96.73777403993142,Third Party Property Damage,Liability,Open,False,False,
2779,2008,4216,168,3608.53,3235.39,3803.69,2987.36,2025-01-14,2025-01-31,Completed,Hyundai,Elantra,2011,Open,Medium,Parking Lot Incident,TX,Vehicle Accident,Severe,TX,USA,False,80.14253811778408,Third Party Property Damage,Liability,Under Review,False,False,
2780,2008,4216,168,3464.18,3177.84,3696.42,3117.02,2025-01-14,2025-01-31,In Progress,Hyundai,Elantra,2011,Open,Medium,Parking Lot Incident,TX,Vehicle Accident,Severe,TX,USA,False,80.14253811778408,Third Party Property Damage,Liability,Under Review,False,False,
2781,2009,1972,181,2189.74,2148.01,2109.97,2022.99,2026-04-15,2026-04-25,Scheduled,Toyota,Camry,2025,Open,Medium,Side Impact,TX,Vehicle Accident,Moderate,TX,USA,False,93.77048138845782,Third Party Property Damage,Liability,Closed,False,False,
