line_item_id,claim_id,repair_id,vehicle_id,line_item_type,description,part_type,quantity,unit_cost,labor_hours,labor_rate,labor_type,line_total,part_action,part_action_is_synthetic
22449,2018,2816,1501,Administrative Fee,Shop Supplies / Admin Fee,,,119.07,,,,119.07,,False
22450,2019,2817,6232,Part,Headlight Assembly - Right,Aftermarket,1.0,2378.57,,,,2378.57,Reused,True
22451,2019,2817,6232,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.36,319.09,Body,115.47,,False
22452,2019,2817,6232,Towing,Flatbed Tow - 10mi,,1.0,165.32,,,,165.32,,False
22453,2019,2817,6232,Rental/LOU,Rental Car - 1 days,,1.0,39.21,,,,39.21,,False
22454,2019,2817,6232,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,149.04,,,,149.04,,False
22455,2019,2817,6232,Administrative Fee,Shop Supplies / Admin Fee,,,28.65,,,,28.65,,False
22456,2019,2817,6232,Sales Tax,Sales Tax (CA 7.25%),,,172.45,,,,172.45,,False
22457,2019,2818,6232,Part,Headlight Assembly - Right,Aftermarket,1.0,888.68,,,,888.68,Replaced,True
22458,2019,2818,6232,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.3,161.55,Body,48.47,,False
22459,2019,2818,6232,Part,Front Bumper Cover,Aftermarket,1.0,1134.42,,,,1134.42,Repaired,True
22460,2019,2818,6232,Labor,R&I / Replace - Front Bumper Cover,,,,1.61,133.37,Body,214.49,,False
22461,2019,2818,6232,Paint Labor,Refinish - Front Bumper Cover,,,,1.64,131.41,Paint,215.19,,False
22462,2019,2818,6232,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,145.65,,,,145.65,,False
22463,2019,2818,6232,Administrative Fee,Shop Supplies / Admin Fee,,,57.3,,,,57.3,,False
22464,2019,2818,6232,Sales Tax,Sales Tax (CA 7.25%),,,146.67,,,,146.67,,False
22465,2020,2819,5111,Part,Grille,OEM,1.0,471.67,,,,471.67,Replaced,True
22466,2020,2819,5111,Labor,R&I / Replace - Grille,,,,0.6,151.5,Body,91.61,,False
22467,2020,2819,5111,Paint Labor,Refinish - Grille,,,,1.62,129.42,Paint,209.05,,False
22468,2020,2819,5111,Paint Materials,Paint Materials - Grille,,1.0,128.32,,,,128.32,,False
22469,2020,2819,5111,Part,Headlight Assembly - Left,Used/Recycled,1.0,332.55,,,,332.55,Repaired,True
22470,2020,2819,5111,Labor,R&I / Replace - Headlight Assembly - Left,,,,0.49,134.35,Body,66.02,,False
22471,2020,2819,5111,Administrative Fee,Shop Supplies / Admin Fee,,,38.78,,,,38.78,,False
22472,2020,2820,5111,Part,Grille,Aftermarket,1.0,1121.86,,,,1121.86,Repaired,True
22473,2020,2820,5111,Labor,R&I / Replace - Grille,,,,0.5,548.11,Body,271.76,,False
22474,2020,2820,5111,Administrative Fee,Shop Supplies / Admin Fee,,,105.23,,,,105.23,,False
22475,2021,2821,3018,Part,Door Panel - Passenger,OEM,1.0,925.14,,,,925.14,Replaced,True
22476,2021,2821,3018,Labor,R&I / Replace - Door Panel - Passenger,,,,2.38,121.71,Body,290.02,,False
22477,2021,2821,3018,Paint Labor,Refinish - Door Panel - Passenger,,,,0.97,115.44,Paint,112.42,,False
22478,2021,2821,3018,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,72.41,,,,72.41,,False
22479,2021,2821,3018,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,90.03,,,,90.03,,False
22480,2021,2821,3018,Administrative Fee,Shop Supplies / Admin Fee,,,42.59,,,,42.59,,False
22481,2021,2821,3018,Sales Tax,Sales Tax (TX 6.25%),,,57.82,,,,57.82,,False
22482,2022,2822,4146,Part,Rear Bumper Cover,Aftermarket,1.0,844.58,,,,844.58,Reused,True
22483,2022,2822,4146,Labor,R&I / Replace - Rear Bumper Cover,,,,1.2,204.59,Body,244.96,,False
22484,2022,2822,4146,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,112.24,,,,112.24,,False
22485,2022,2822,4146,Administrative Fee,Shop Supplies / Admin Fee,,,70.2,,,,70.2,,False
22486,2022,2822,4146,Sales Tax,Sales Tax (PA 6.00%),,,50.67,,,,50.67,,False
22487,2022,2823,4146,Part,Rear Bumper Cover,OEM,1.0,853.04,,,,853.04,Replaced,True
22488,2022,2823,4146,Labor,R&I / Replace - Rear Bumper Cover,,,,1.5,163.94,Body,246.19,,False
22489,2022,2823,4146,Paint Labor,Refinish - Rear Bumper Cover,,,,0.57,150.53,Paint,85.51,,False
22490,2022,2823,4146,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,40.69,,,,40.69,,False
22491,2022,2823,4146,Towing,Flatbed Tow - 5mi,,1.0,113.11,,,,113.11,,False
22492,2022,2823,4146,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,115.92,,,,115.92,,False
22493,2022,2823,4146,Sales Tax,Sales Tax (PA 6.00%),,,51.18,,,,51.18,,False
22494,2023,2824,3985,Part,Tail Light Assembly,Used/Recycled,1.0,1005.29,,,,1005.29,Reused,True
22495,2023,2824,3985,Labor,R&I / Replace - Tail Light Assembly,,,,0.56,834.37,Body,463.32,,False
22496,2023,2824,3985,Towing,Flatbed Tow - 36mi,,1.0,322.85,,,,322.85,,False
22497,2023,2824,3985,Administrative Fee,Shop Supplies / Admin Fee,,,106.72,,,,106.72,,False
22498,2023,2824,3985,Sales Tax,Sales Tax (FL 6.00%),,,60.32,,,,60.32,,False
22499,2024,2825,4839,Part,Door Panel - Driver,Aftermarket,1.0,1320.44,,,,1320.44,Replaced,True
22500,2024,2825,4839,Labor,R&I / Replace - Door Panel - Driver,,,,2.96,213.36,Body,630.55,,False
22501,2024,2825,4839,Administrative Fee,Shop Supplies / Admin Fee,,,131.26,,,,131.26,,False
22502,2025,2826,4244,Part,Rear Bumper Cover,OEM,1.0,448.55,,,,448.55,Reused,True
22503,2025,2826,4244,Labor,R&I / Replace - Rear Bumper Cover,,,,1.54,86.32,Body,132.98,,False
22504,2025,2826,4244,Paint Labor,Refinish - Rear Bumper Cover,,,,1.29,85.04,Paint,109.43,,False
22505,2025,2826,4244,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,74.29,,,,74.29,,False
22506,2025,2826,4244,Administrative Fee,Shop Supplies / Admin Fee,,,54.48,,,,54.48,,False
22507,2025,2826,4244,Sales Tax,Sales Tax (CA 7.25%),,,32.52,,,,32.52,,False
22508,2025,2827,4244,Part,Rear Bumper Cover,Aftermarket,1.0,405.14,,,,405.14,Repaired,True
22509,2025,2827,4244,Labor,R&I / Replace - Rear Bumper Cover,,,,1.58,126.04,Body,199.77,,False
22510,2025,2827,4244,Paint Labor,Refinish - Rear Bumper Cover,,,,0.91,99.02,Paint,90.32,,False
22511,2025,2827,4244,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,51.75,,,,51.75,,False
22512,2025,2827,4244,Rental/LOU,Rental Car - 7 days,,7.0,52.41,,,,366.85,,False
22513,2025,2827,4244,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,128.22,,,,128.22,,False
22514,2025,2827,4244,Sales Tax,Sales Tax (CA 7.25%),,,29.37,,,,29.37,,False
22515,2026,2828,3517,Part,Quarter Panel,Aftermarket,1.0,2814.13,,,,2814.13,Replaced,True
22516,2026,2828,3517,Labor,R&I / Replace - Quarter Panel,,,,9.94,259.63,Frame,2579.53,,False
22517,2026,2828,3517,Paint Labor,Refinish - Quarter Panel,,,,2.48,156.36,Paint,388.47,,False
22518,2026,2828,3517,Paint Materials,Paint Materials - Quarter Panel,,1.0,231.69,,,,231.69,,False
22519,2026,2828,3517,Part,Rear Bumper Cover,OEM,1.0,1939.92,,,,1939.92,Replaced,True
22520,2026,2828,3517,Labor,R&I / Replace - Rear Bumper Cover,,,,3.67,156.54,Body,574.99,,False
22521,2026,2828,3517,Paint Labor,Refinish - Rear Bumper Cover,,,,2.09,149.31,Paint,311.83,,False
22522,2026,2828,3517,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,211.72,,,,211.72,,False
22523,2026,2828,3517,Storage,Storage - 9 days,,9.0,69.91,,,,629.17,,False
22524,2026,2828,3517,Rental/LOU,Rental Car - 12 days,,12.0,50.87,,,,610.43,,False
22525,2026,2828,3517,Sales Tax,Sales Tax (CA 7.25%),,,344.67,,,,344.67,,False
22526,2026,2829,3517,Part,Rear Bumper Cover,OEM,1.0,4156.77,,,,4156.77,Replaced,True
22527,2026,2829,3517,Labor,R&I / Replace - Rear Bumper Cover,,,,2.75,333.94,Body,917.28,,False
22528,2026,2829,3517,Paint Labor,Refinish - Rear Bumper Cover,,,,2.38,371.49,Paint,885.08,,False
22529,2026,2829,3517,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,457.67,,,,457.67,,False
22530,2026,2829,3517,Part,Tail Light Assembly,Aftermarket,1.0,1417.54,,,,1417.54,Replaced,True
22531,2026,2829,3517,Labor,R&I / Replace - Tail Light Assembly,,,,0.85,385.08,Body,328.78,,False
22532,2026,2829,3517,Towing,Flatbed Tow - 26mi,,1.0,261.21,,,,261.21,,False
22533,2026,2829,3517,Storage,Storage - 9 days,,9.0,63.62,,,,572.58,,False
22534,2026,2829,3517,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,149.52,,,,149.52,,False
22535,2026,2829,3517,Administrative Fee,Shop Supplies / Admin Fee,,,35.82,,,,35.82,,False
22536,2026,2829,3517,Sales Tax,Sales Tax (CA 7.25%),,,404.14,,,,404.14,,False
22537,2026,2830,3517,Part,Tail Light Assembly,Aftermarket,1.0,1628.21,,,,1628.21,Repaired,True
22538,2026,2830,3517,Labor,R&I / Replace - Tail Light Assembly,,,,1.07,390.03,Body,416.61,,False
22539,2026,2830,3517,Part,Rear Bumper Cover,Aftermarket,1.0,3453.15,,,,3453.15,Replaced,True
22540,2026,2830,3517,Labor,R&I / Replace - Rear Bumper Cover,,,,4.15,410.76,Body,1706.16,,False
22541,2026,2830,3517,Paint Labor,Refinish - Rear Bumper Cover,,,,2.13,343.74,Paint,733.87,,False
22542,2026,2830,3517,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,572.9,,,,572.9,,False
22543,2026,2830,3517,Administrative Fee,Shop Supplies / Admin Fee,,,36.01,,,,36.01,,False
22544,2026,2830,3517,Sales Tax,Sales Tax (CA 7.25%),,,368.4,,,,368.4,,False
22545,2027,2831,1332,Part,Front Bumper Cover,Aftermarket,1.0,1758.22,,,,1758.22,Replaced,True
22546,2027,2831,1332,Labor,R&I / Replace - Front Bumper Cover,,,,2.16,488.87,Body,1055.83,,False
22547,2027,2831,1332,Paint Labor,Refinish - Front Bumper Cover,,,,0.85,464.95,Paint,396.06,,False
22548,2027,2831,1332,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,283.93,,,,283.93,,False
22549,2027,2831,1332,Towing,Flatbed Tow - 22mi,,1.0,269.86,,,,269.86,,False
22550,2027,2831,1332,Storage,Storage - 1 days,,1.0,54.04,,,,54.04,,False
22551,2027,2831,1332,Rental/LOU,Rental Car - 6 days,,6.0,39.6,,,,237.62,,False
22552,2027,2831,1332,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,112.77,,,,112.77,,False
22553,2027,2831,1332,Administrative Fee,Shop Supplies / Admin Fee,,,267.68,,,,267.68,,False
22554,2027,2831,1332,Sales Tax,Sales Tax (CA 7.25%),,,127.47,,,,127.47,,False
22555,2028,2832,3718,Part,Quarter Panel,OEM,1.0,594.99,,,,594.99,Repaired,True
22556,2028,2832,3718,Labor,R&I / Replace - Quarter Panel,,,,5.98,113.52,Frame,678.73,,False
22557,2028,2832,3718,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,92.6,,,,92.6,,False
22558,2028,2832,3718,Administrative Fee,Shop Supplies / Admin Fee,,,55.65,,,,55.65,,False
22559,2028,2832,3718,Sales Tax,Sales Tax (NY 8.00%),,,47.6,,,,47.6,,False
22560,2029,2833,1621,Part,Tail Light Assembly,Reconditioned,1.0,260.06,,,,260.06,Replaced,True
22561,2029,2833,1621,Labor,R&I / Replace - Tail Light Assembly,,,,0.79,114.93,Body,90.28,,False
22562,2029,2833,1621,Part,Rear Bumper Cover,OEM,1.0,748.97,,,,748.97,Replaced,True
22563,2029,2833,1621,Labor,R&I / Replace - Rear Bumper Cover,,,,3.1,110.3,Body,342.27,,False
22564,2029,2833,1621,Paint Labor,Refinish - Rear Bumper Cover,,,,1.7,105.93,Paint,180.52,,False
22565,2029,2833,1621,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,112.11,,,,112.11,,False
22566,2029,2833,1621,Part,Quarter Panel,OEM,1.0,1493.37,,,,1493.37,Replaced,True
22567,2029,2833,1621,Labor,R&I / Replace - Quarter Panel,,,,12.32,183.54,Frame,2261.78,,False
22568,2029,2833,1621,Paint Labor,Refinish - Quarter Panel,,,,2.11,111.61,Paint,235.41,,False
22569,2029,2833,1621,Paint Materials,Paint Materials - Quarter Panel,,1.0,160.15,,,,160.15,,False
22570,2029,2833,1621,Storage,Storage - 5 days,,5.0,41.85,,,,209.25,,False
22571,2029,2833,1621,Rental/LOU,Rental Car - 12 days,,12.0,48.02,,,,576.19,,False
22572,2029,2833,1621,Administrative Fee,Shop Supplies / Admin Fee,,,52.71,,,,52.71,,False
22573,2029,2833,1621,Sales Tax,Sales Tax (CA 7.25%),,,181.42,,,,181.42,,False
22574,2030,2834,3493,Part,Door Panel - Driver,Aftermarket,1.0,1755.01,,,,1755.01,Repaired,True
22575,2030,2834,3493,Labor,R&I / Replace - Door Panel - Driver,,,,3.63,301.19,Body,1094.04,,False
22576,2030,2834,3493,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,99.53,,,,99.53,,False
22577,2030,2834,3493,Administrative Fee,Shop Supplies / Admin Fee,,,127.5,,,,127.5,,False
22578,2030,2834,3493,Sales Tax,Sales Tax (GA 4.00%),,,70.2,,,,70.2,,False
22579,2030,2835,3493,Part,Front Fender - Left,OEM,1.0,418.76,,,,418.76,Reused,True
22580,2030,2835,3493,Labor,R&I / Replace - Front Fender - Left,,,,1.35,69.24,Body,93.37,,False
22581,2030,2835,3493,Part,Quarter Panel,Reconditioned,1.0,383.55,,,,383.55,Replaced,True
22582,2030,2835,3493,Labor,R&I / Replace - Quarter Panel,,,,6.57,101.21,Frame,664.57,,False
22583,2030,2835,3493,Paint Labor,Refinish - Quarter Panel,,,,2.46,57.11,Paint,140.71,,False
22584,2030,2835,3493,Paint Materials,Paint Materials - Quarter Panel,,1.0,106.09,,,,106.09,,False
22585,2030,2835,3493,Part,Door Panel - Driver,OEM,1.0,658.47,,,,658.47,Replaced,True
22586,2030,2835,3493,Labor,R&I / Replace - Door Panel - Driver,,,,4.23,70.84,Body,299.53,,False
22587,2030,2835,3493,Paint Labor,Refinish - Door Panel - Driver,,,,1.95,57.99,Paint,113.24,,False
22588,2030,2835,3493,Paint Materials,Paint Materials - Door Panel - Driver,,1.0,71.97,,,,71.97,,False
22589,2030,2835,3493,Towing,Flatbed Tow - 38mi,,1.0,397.64,,,,397.64,,False
22590,2030,2835,3493,Rental/LOU,Rental Car - 8 days,,8.0,40.01,,,,320.11,,False
22591,2030,2835,3493,Administrative Fee,Shop Supplies / Admin Fee,,,166.72,,,,166.72,,False
22592,2030,2836,3493,Part,Front Fender - Left,OEM,1.0,566.97,,,,566.97,Replaced,True
22593,2030,2836,3493,Labor,R&I / Replace - Front Fender - Left,,,,1.96,119.96,Body,234.86,,False
22594,2030,2836,3493,Paint Labor,Refinish - Front Fender - Left,,,,1.74,102.45,Paint,178.06,,False
22595,2030,2836,3493,Paint Materials,Paint Materials - Front Fender - Left,,1.0,123.4,,,,123.4,,False
22596,2030,2836,3493,Part,Door Panel - Driver,Aftermarket,1.0,711.63,,,,711.63,Repaired,True
22597,2030,2836,3493,Labor,R&I / Replace - Door Panel - Driver,,,,3.65,121.96,Body,445.0,,False
22598,2030,2836,3493,Paint Labor,Refinish - Door Panel - Driver,,,,2.46,119.28,Paint,293.37,,False
22599,2030,2836,3493,Paint Materials,Paint Materials - Door Panel - Driver,,1.0,152.95,,,,152.95,,False
22600,2030,2836,3493,Towing,Flatbed Tow - 37mi,,1.0,288.36,,,,288.36,,False
22601,2030,2836,3493,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,139.46,,,,139.46,,False
22602,2030,2836,3493,Administrative Fee,Shop Supplies / Admin Fee,,,125.14,,,,125.14,,False
22603,2030,2836,3493,Sales Tax,Sales Tax (GA 4.00%),,,51.14,,,,51.14,,False
22604,2031,2837,763,Part,Door Panel - Passenger,OEM,1.0,1277.08,,,,1277.08,Replaced,True
22605,2031,2837,763,Labor,R&I / Replace - Door Panel - Passenger,,,,7.02,96.67,Body,678.77,,False
22606,2031,2837,763,Paint Labor,Refinish - Door Panel - Passenger,,,,1.86,94.99,Paint,176.97,,False
22607,2031,2837,763,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,86.43,,,,86.43,,False
22608,2031,2837,763,Part,Front Fender - Right,OEM,1.0,575.19,,,,575.19,Repaired,True
22609,2031,2837,763,Labor,R&I / Replace - Front Fender - Right,,,,3.15,80.55,Body,253.85,,False
22610,2031,2837,763,Paint Labor,Refinish - Front Fender - Right,,,,3.58,81.82,Paint,293.32,,False
22611,2031,2837,763,Paint Materials,Paint Materials - Front Fender - Right,,1.0,200.98,,,,200.98,,False
22612,2031,2837,763,Part,Quarter Panel,OEM,1.0,1168.43,,,,1168.43,Replaced,True
22613,2031,2837,763,Labor,R&I / Replace - Quarter Panel,,,,11.27,132.55,Frame,1493.28,,False
22614,2031,2837,763,Paint Labor,Refinish - Quarter Panel,,,,3.52,77.93,Paint,274.49,,False
22615,2031,2837,763,Paint Materials,Paint Materials - Quarter Panel,,1.0,159.26,,,,159.26,,False
22616,2031,2837,763,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,105.92,,,,105.92,,False
22617,2031,2837,763,Administrative Fee,Shop Supplies / Admin Fee,,,470.84,,,,470.84,,False
22618,2031,2837,763,Sales Tax,Sales Tax (PA 6.00%),,,181.24,,,,181.24,,False
22619,2032,2838,849,Part,Front Fender - Left,Reconditioned,1.0,599.43,,,,599.43,Repaired,True
22620,2032,2838,849,Labor,R&I / Replace - Front Fender - Left,,,,1.09,144.74,Body,157.96,,False
22621,2032,2838,849,Paint Labor,Refinish - Front Fender - Left,,,,1.14,136.12,Paint,155.15,,False
22622,2032,2838,849,Paint Materials,Paint Materials - Front Fender - Left,,1.0,110.15,,,,110.15,,False
22623,2032,2838,849,Part,Headlight Assembly - Left,Aftermarket,1.0,590.37,,,,590.37,Repaired,True
22624,2032,2838,849,Labor,R&I / Replace - Headlight Assembly - Left,,,,0.45,155.57,Body,69.93,,False
22625,2032,2838,849,Administrative Fee,Shop Supplies / Admin Fee,,,77.05,,,,77.05,,False
22626,2032,2838,849,Sales Tax,Sales Tax (IL 6.25%),,,74.36,,,,74.36,,False
22627,2033,2839,494,Part,Quarter Panel,OEM,1.0,538.22,,,,538.22,Replaced,True
22628,2033,2839,494,Labor,R&I / Replace - Quarter Panel,,,,7.48,107.72,Frame,805.65,,False
22629,2033,2839,494,Paint Labor,Refinish - Quarter Panel,,,,0.96,54.03,Paint,52.04,,False
22630,2033,2839,494,Paint Materials,Paint Materials - Quarter Panel,,1.0,39.66,,,,39.66,,False
22631,2033,2839,494,Part,Front Fender - Left,Aftermarket,1.0,188.68,,,,188.68,Repaired,True
22632,2033,2839,494,Labor,R&I / Replace - Front Fender - Left,,,,2.38,73.03,Body,173.98,,False
22633,2033,2839,494,Paint Labor,Refinish - Front Fender - Left,,,,2.32,66.05,Paint,153.04,,False
22634,2033,2839,494,Paint Materials,Paint Materials - Front Fender - Left,,1.0,99.93,,,,99.93,,False
22635,2033,2839,494,Towing,Flatbed Tow - 14mi,,1.0,184.86,,,,184.86,,False
22636,2034,2840,1421,Part,Quarter Panel,OEM,1.0,876.62,,,,876.62,Replaced,True
22637,2034,2840,1421,Labor,R&I / Replace - Quarter Panel,,,,6.76,128.66,Frame,869.67,,False
22638,2034,2840,1421,Part,Door Panel - Passenger,Used/Recycled,1.0,307.83,,,,307.83,Repaired,True
22639,2034,2840,1421,Labor,R&I / Replace - Door Panel - Passenger,,,,3.9,68.05,Body,265.68,,False
22640,2034,2840,1421,Paint Labor,Refinish - Door Panel - Passenger,,,,1.14,78.26,Paint,88.9,,False
22641,2034,2840,1421,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,56.55,,,,56.55,,False
22642,2034,2840,1421,Administrative Fee,Shop Supplies / Admin Fee,,,152.35,,,,152.35,,False
22643,2034,2840,1421,Sales Tax,Sales Tax (TX 6.25%),,,74.03,,,,74.03,,False
22644,2035,2841,2920,Part,Quarter Panel,Aftermarket,1.0,805.48,,,,805.48,Repaired,True
22645,2035,2841,2920,Labor,R&I / Replace - Quarter Panel,,,,9.34,225.18,Frame,2103.08,,False
22646,2035,2841,2920,Towing,Flatbed Tow - 22mi,,1.0,266.29,,,,266.29,,False
22647,2035,2841,2920,Rental/LOU,Rental Car - 13 days,,13.0,35.52,,,,461.78,,False
22648,2035,2841,2920,Administrative Fee,Shop Supplies / Admin Fee,,,28.54,,,,28.54,,False
22649,2035,2841,2920,Sales Tax,Sales Tax (NJ 6.60%),,,53.16,,,,53.16,,False
22650,2035,2842,2920,Part,Quarter Panel,Aftermarket,1.0,489.99,,,,489.99,Repaired,True
22651,2035,2842,2920,Labor,R&I / Replace - Quarter Panel,,,,10.71,137.49,Frame,1471.93,,False
22652,2035,2842,2920,Part,Rear Bumper Cover,OEM,1.0,436.17,,,,436.17,Repaired,True
22653,2035,2842,2920,Labor,R&I / Replace - Rear Bumper Cover,,,,3.16,96.23,Body,304.11,,False
22654,2035,2842,2920,Paint Labor,Refinish - Rear Bumper Cover,,,,3.91,76.84,Paint,300.38,,False
22655,2035,2842,2920,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,195.99,,,,195.99,,False
22656,2035,2842,2920,Part,Tail Light Assembly,OEM,1.0,248.05,,,,248.05,Replaced,True
22657,2035,2842,2920,Labor,R&I / Replace - Tail Light Assembly,,,,0.86,80.97,Body,69.87,,False
22658,2035,2842,2920,Towing,Flatbed Tow - 31mi,,1.0,315.06,,,,315.06,,False
22659,2035,2842,2920,Administrative Fee,Shop Supplies / Admin Fee,,,145.82,,,,145.82,,False
22660,2035,2842,2920,Sales Tax,Sales Tax (NJ 6.60%),,,77.5,,,,77.5,,False
22661,2036,2843,3136,Part,Front Fender - Right,OEM,1.0,721.3,,,,721.3,Repaired,True
22662,2036,2843,3136,Labor,R&I / Replace - Front Fender - Right,,,,1.36,120.45,Body,163.24,,False
22663,2036,2843,3136,Paint Labor,Refinish - Front Fender - Right,,,,1.48,111.96,Paint,166.09,,False
22664,2036,2843,3136,Paint Materials,Paint Materials - Front Fender - Right,,1.0,138.78,,,,138.78,,False
22665,2036,2843,3136,Administrative Fee,Shop Supplies / Admin Fee,,,57.6,,,,57.6,,False
22666,2036,2843,3136,Sales Tax,Sales Tax (CA 7.25%),,,52.29,,,,52.29,,False
22667,2037,2844,5745,Part,Headlight Assembly - Left,Aftermarket,1.0,2260.16,,,,2260.16,Repaired,True
22668,2037,2844,5745,Labor,R&I / Replace - Headlight Assembly - Left,,,,0.39,723.98,Body,284.11,,False
22669,2037,2844,5745,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,147.62,,,,147.62,,False
22670,2037,2844,5745,Sales Tax,Sales Tax (GA 4.00%),,,90.41,,,,90.41,,False
22671,2038,2845,6250,Part,Radiator Support,Aftermarket,1.0,1588.97,,,,1588.97,Repaired,True
22672,2038,2845,6250,Labor,R&I / Replace - Radiator Support,,,,3.51,365.35,Mechanical,1281.88,,False
22673,2038,2845,6250,Administrative Fee,Shop Supplies / Admin Fee,,,151.05,,,,151.05,,False
22674,2038,2845,6250,Sales Tax,Sales Tax (NY 8.00%),,,127.12,,,,127.12,,False
22675,2039,2846,2241,Part,Headlight Assembly - Right,OEM,1.0,872.6,,,,872.6,Replaced,True
22676,2039,2846,2241,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.56,152.94,Body,86.11,,False
22677,2039,2846,2241,Part,Hood,OEM,1.0,1531.36,,,,1531.36,Replaced,True
22678,2039,2846,2241,Labor,R&I / Replace - Hood,,,,1.22,180.51,Body,221.06,,False
22679,2039,2846,2241,Paint Labor,Refinish - Hood,,,,2.03,149.79,Paint,303.56,,False
22680,2039,2846,2241,Paint Materials,Paint Materials - Hood,,1.0,171.38,,,,171.38,,False
22681,2039,2846,2241,Towing,Flatbed Tow - 10mi,,1.0,164.9,,,,164.9,,False
22682,2039,2846,2241,Storage,Storage - 3 days,,3.0,48.2,,,,144.61,,False
22683,2039,2846,2241,Rental/LOU,Rental Car - 5 days,,5.0,51.82,,,,259.12,,False
22684,2039,2846,2241,Sales Tax,Sales Tax (FL 6.00%),,,144.24,,,,144.24,,False
22685,2039,2847,2241,Part,Headlight Assembly - Right,Aftermarket,1.0,1077.94,,,,1077.94,Repaired,True
22686,2039,2847,2241,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.43,374.81,Body,162.4,,False
22687,2039,2847,2241,Part,Headlight Assembly - Left,Reconditioned,1.0,997.95,,,,997.95,Replaced,True
22688,2039,2847,2241,Labor,R&I / Replace - Headlight Assembly - Left,,,,0.42,384.64,Body,160.56,,False
